0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc,6,18
0x8E870D67F660D95d5be530380D0eC0bd388289E1,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x3139Ffc91B99aa94DA8A2dc13f1fC36F9BDc98eE,18,6
0x06AF07097C9Eeb7fD685c692751D5C66dB49c215,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x12EDE161c702D1494612d19f05992f43aa6A26FB,18,18
0x6B175474E89094C44Da98b954EedeAC495271d0F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xA478c2975Ab1Ea89e8196811F51A7B7Ade33eB11,18,18
0x408e41876cCCDC0F92210600ef50372656052a38,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x07F068ca326a469Fc1d87d85d448990C8cBa7dF9,18,6
0x6B175474E89094C44Da98b954EedeAC495271d0F,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xAE461cA67B15dc8dc81CE7615e0320dA1A9aB8D5,18,6
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xfA3E941D1F6B7b10eD84A0C211bfA8aeE907965e,0xCe407CD7b95B39d3B4d53065E711e713dd5C5999,18,18
0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x33C2d48Bc95FB7D0199C5C693e7a9F527145a9Af,18,18
0x0D8775F648430679A709E98d2b0Cb6250d2887EF,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xB6909B960DbbE7392D405429eB2b3649752b4838,18,18
0x39AA39c021dfbaE8faC545936693aC917d5E7563,0x5d3a536E4D6DbD6114cc1Ead35777bAB948E3643,0x30EB5E15476E6a80F4F3cd8479749b4881DAB1b8,8,8
